,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Color:,Size:
1418,4,True,2017-04-27,A21SV1XYXF2GK,B009MA34NY,Morgan Slimskey,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted", Cool Grey / Volt - Wolf Grey - Pure Platinum, 7 W US
1419,5,True,2017-04-26,A17DW041T4X7TJ,B009MA34NY,Anne M. Guss,Comfortable and lightweight., Black/White/Anthracite/Stealth, 7.5 B(M) US
1420,5,True,2017-04-25,A14TS9PCRLLWEG,B009MA34NY,Lynda J. Ottey,"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.", Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
1421,4,True,2017-04-24,A2ZMHBMNYFXOX7,B009MA34NY,Juliana,"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !", Black/White/Anthracite/Stealth, 8 B(M) US
1422,5,True,2017-04-24,A1K0VEMIB5QF7I,B009MA34NY,Amazon Customer,Extremely well fitting and light weight, Grey, 7 B(M) US
1423,5,True,2017-04-20,A135KOM855ZA5,B009MA34NY,Amazon Customer,Perfect, Black/White/Anthracite/Stealth, 8.5 B(M) US
1424,5,True,2017-04-19,A2IAB9QOQH3IA6,B009MA34NY,Amazon Customer,Love them, Black/White/Anthracite/Stealth, 9 B(M) US
1425,5,False,2017-04-18,A3S1CGGMXE41RR,B009MA34NY,AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!", Black/White/Anthracite/Stealth, 8 B(M) US
1426,5,True,2017-04-17,A3B4FM5VE99X4P,B009MA34NY,Candace,Fast shipping and turned out as expected. Couldn't be happier., Black/White/Anthracite/Stealth, 8.5 B(M) US
1427,5,True,2017-04-15,AKJVCU7H1KDWI,B009MA34NY,madison,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight., black, 6 B(M) US
1428,5,True,2017-04-14,AFD4WKNPLPS3I,B009MA34NY,Amazon Customer,Love these shoes for circuit training., Black/White/Anthracite/Stealth, 7.5 B(M) US
1429,4,True,2017-04-11,A36GUL3Z65YSIP,B009MA34NY,J. washington,Super comfortable. I joined Cross Fit and this is the perfect shoe., Black/White/Anthracite/Stealth, 11 B(M) US
1430,5,True,2017-04-11,AT72GRKOXVE25,B009MA34NY,Cristian Sosa,just do it :), Cool Grey / Volt - Wolf Grey - Pure Platinum, 10 D - Wide
1431,5,True,2017-04-10,A2AEJ9NTLWD61V,B009MA34NY,Karen Mary Rowe,"Love these, comfortable, light weight, great fit.", Cool Grey/Volt/Pure Platinum, 7.5 B(M) US
1432,5,True,2017-04-10,AWEIW3G1E0MKO,B009MA34NY,Janie M,I love this show., Cool Grey/Pure Platinum/White/Volt, 9.5 B(M) US
1433,4,True,2017-04-10,A2IFCGU2IQ6KAV,B009MA34NY,JCSurf,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.", Cool Grey/Volt/Pure Platinum, 11 B(M) US
1434,5,True,2017-04-08,A2AGT9INDKDK6B,B009MA34NY,Amazon Customer,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them., Black/White/Anthracite/Stealth, 8.5 B(M) US
1435,4,True,2017-04-05,A2Q6OH5LUQXPFV,B009MA34NY,Amazon Customer,Very comfortable., Black/White/Anthracite/Stealth, 10 B(M) US
1436,5,True,2017-04-05,ADLAYE3PNYFJM,B009MA34NY,Rosi B.,Very nice shoes.  Comfortable., Black/White/Anthracite/Stealth, 9 B(M) US
1437,5,True,2017-04-04,AZ7LUSY20ZFSC,B009MA34NY,Maria Morales,Very comfortable. I love wearing them., White/Hyper Pink/Pure Platinum/Wolf Grey, 10 B(M) US
1438,5,True,2017-04-02,A1L7TD1CZQDK6R,B009MA34NY,corinnehoffman,Great fit so comfortable love them!!!!!, Wolf Grey/Platinum/White/Crimson, 9.5 B(M) US
1439,4,True,2017-03-30,A3T1O294HJJTUH,B009MA34NY,SmartMonkey,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them., Black/White/Anthracite/Stealth, 9.5 B(M) US
1440,5,True,2017-03-29,A3EOYFVP68048C,B009MA34NY,Judy,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well., Cool Grey/Volt/Pure Platinum, 7.5 B(M) US
1441,2,True,2017-03-26,A2JX7ESVMGXMJY,B009MA34NY,Marlex,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8., Black/Wolf Grey/White/Pink, 10 B(M) US
1442,1,True,2017-03-25,A2K5ZBX75J80TX,B009MA34NY,Marjorie A. Dunbar,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
1443,5,True,2017-03-24,AY9TXNLYCD9L5,B009MA34NY,Amazon Customer,Nice shoes, Black/White/Anthracite/Stealth, 7.5 B(M) US
1444,5,True,2017-03-24,A9MOCNHJD03PI,B009MA34NY,Anna Smith,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!", Black/White/Anthracite/Stealth, 9 B(M) US
1445,5,True,2017-03-23,AEUUYBIO73RLA,B009MA34NY,L. Jones,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.", Cool Grey/Rage Green/Hyper Turquoise, 8.5 B(M) US
1446,5,True,2017-03-21,A3A2DRPMDCRFBC,B009MA34NY,Michael Carpenter,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light., Racer Blue/Obsidian/Blue Tint, 9 B(M) US
1447,4,True,2017-03-20,A140XVPLRQYKYY,B009MA34NY,Deambrea,Serves intended purpose, Wolf Grey/Platinum/White/Crimson, 10 B(M) US
1448,5,True,2017-03-18,A2KMWD77XBGZ8K,B009MA34NY,Bonnie White,They are super comfortable. Loving them., Black/White/Anthracite/Stealth, 8 B(M) US
1449,5,True,2017-03-18,A25SOIZ0IZE1YY,B009MA34NY,vp22,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe., Racer Blue/Obsidian/Blue Tint, 8 B(M) US
1450,3,True,2017-03-17,A1ZR8LQHUOUFJP,B009MA34NY,Mammot,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.", Wolf Grey/Platinum/White/Crimson, 10 B(M) US
1451,4,True,2017-03-15,A2AAABWQUYH26V,B009MA34NY,Beth C,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.", Grey, 8 B(M) US
1452,3,True,2017-03-15,A3LBTMJ453T4W6,B009MA34NY,MSM,"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements", Cool Grey/Volt/Pure Platinum, 7.5 B(M) US
1453,5,True,2017-03-15,A2NBGWZH3VC2EW,B009MA34NY,Kathy,Love these! Super light and comfortable!, Grey, 8 B(M) US
1454,5,True,2017-03-14,A3B5TYITM5FKRO,B009MA34NY,Jonika R.,Loved the products and services!!, White/Hyper Pink/Pure Platinum/Wolf Grey, 9.5 B(M) US
1455,5,True,2017-03-13,A2O3GSYI4B5Z9H,B009MA34NY,Letitia C,It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?, Grey, 9 B(M) US
1456,5,True,2017-03-12,AG1CF6PFNBOQH,B009MA34NY,anat,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)", Black/White/Anthracite/Stealth, 7.5 B(M) US
1457,5,True,2017-03-08,A1LLDHUO4OLXYI,B009MA34NY,mommyof2,Super comfy!!, Black/White/Anthracite/Stealth, 10 B(M) US
1458,4,True,2017-03-08,A37K0VP2H8FKOU,B009MA34NY,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.", White/Hyper Pink/Pure Platinum/Wolf Grey, 9.5 B(M) US
1459,4,True,2017-03-08,A37K0VP2H8FKOU,B009MA34NY,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.", Wolf Grey/Platinum/White/Crimson, 9.5 B(M) US
1460,5,True,2017-03-06,AZYHPRWLMSY9O,B009MA34NY,Dj Tab,Look great, Black/White/Anthracite/Stealth, 8.5 B(M) US
1461,5,False,2017-02-26,A1GZ9Z5M3Q4FDK,B009MA34NY,Holly S.,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.", black, 6 B(M) US
1462,4,True,2017-02-24,A3F5015D4BBJM9,B009MA34NY,Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style., Black/White/Anthracite/Stealth, 7 B(M) US
1463,5,True,2017-02-24,ABKS5CX4GI72B,B009MA34NY,Blue,I love them!, Black/White/Anthracite/Stealth, 7 B(M) US
1464,4,True,2017-02-21,A2A1WECA7Y5UPN,B009MA34NY,Derek,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order., Black/Hyper Violet/Total Crimson/White, 8 B(M) US
1465,5,True,2017-02-21,A3PRZ9ESGB2KPU,B009MA34NY,kwa,love these shoes. use them to workout inside and to work, Black/White/Anthracite/Stealth, 9 B(M) US
1466,3,True,2017-02-16,A3JGWZXFBDENRB,B009MA34NY,Amazon Customer,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.", Grey, 7 B(M) US
1467,5,True,2017-02-15,A6BHQ6FNIRI1K,B009MA34NY,Donna Omar,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.", White/Hyper Pink/Pure Platinum/Wolf Grey, 7.5 B(M) US
1468,5,True,2017-02-13,A1EE1EP2G0HKQ,B009MA34NY,Deborah Bodiford,They fit perfectly. These shoes are great for walking - so very comfortable. Love them., Black/White/Anthracite/Stealth, 9.5 B(M) US
1469,5,True,2017-02-12,A2DDYH2QTGQ6FZ,B009MA34NY,gmathil,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size., Black/White/Anthracite/Stealth, 8 B(M) US
1470,5,True,2017-02-11,A2T47RI1J0I7JM,B009MA34NY,Brooke R,Light weight and comfortable, Black/White/Anthracite/Stealth, 6.5 B(M) US
1471,4,True,2017-02-08,ABWHIDHK8JSRD,B009MA34NY,ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.", White/Hyper Pink/Pure Platinum/Wolf Grey, 8 B(M) US
1472,4,True,2017-02-06,ADUWEIS0CHJV8,B009MA34NY,Julie W.,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.", Bright Mango/Crimson/White/Blue, 8 B(M) US
1473,2,True,2017-02-02,A2JD3RN8JCO62Z,B009MA34NY,Amazon Customer,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them., Wolf Grey/Platinum/White/Crimson, 9.5 B(M) US
1474,5,True,2017-02-01,A3BN0MRGRDKM0J,B009MA34NY,j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes., Black/White/Anthracite/Stealth, 6.5 B(M) US
1475,3,True,2017-01-31,AODFGQL9CC7G7,B009MA34NY,ZS87,Squeaky, Racer Blue/Obsidian/Blue Tint, 7.5 B(M) US
1476,5,True,2017-01-25,A13P82MG3XFWV1,B009MA34NY,Amazon Customer,"If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.", Grey, 7 B(M) US
1477,5,True,2017-01-22,A8I41EKH4UI1Y,B009MA34NY,SLM,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!, White/Hyper Pink/Pure Platinum/Wolf Grey, 9.5 B(M) US
1478,5,True,2017-01-20,ADJRDVMENHF0J,B009MA34NY,Skiman,"Good quality, perfect fit.  It's a Nike!", Grey, 9 B(M) US
1479,5,True,2017-01-18,A3QKKFB26AZSMG,B009MA34NY,Susana Ibarra,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.", Cool Grey/Volt-pure Platinum, 8.5 B(M) US
1480,2,True,2017-01-18,A1IE5BGNY2JTF4,B009MA34NY,Debra A.,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.", Black/White/Anthracite/Stealth, 8.5 B(M) US
1481,5,True,2017-01-18,A1F6LKEC43RSZM,B009MA34NY,Tara S.,"Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.", Black/Wolf Grey/White/Pink, 7 B(M) US
1482,5,True,2017-01-18,A3BZKR332FQEP8,B009MA34NY,Amazon Customer,Love them!!, Black, 7.5 B(M) US
1483,4,True,2017-01-18,ARY4E7Y947T9P,B009MA34NY,Kindle Customer,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!", Black/White/Anthracite/Stealth, 8 B(M) US
1484,1,True,2017-01-15,A8DR2Z71DERN0,B009MA34NY,Dawn Rosa,After less than a week the sole ripped off on the outside of the shoe, Cool Grey/Volt/Pure Platinum, 7.5 B(M) US
1485,4,True,2017-01-13,A3RP2S6J4VUA7D,B009MA34NY,Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on., Black/Red Bronze/White, 9.5 B(M) US
1486,5,True,2017-01-12,A34NDY5V71MVJ6,B009MA34NY,Bpiq,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!", Black/Green Glow-blue Glow-white, 8.5 B(M) US
1487,5,True,2017-01-12,A2AXI9WHORKU6X,B009MA34NY,J. Spatsie,Cute and comfortable, Black/White/Anthracite/Stealth, 8 B(M) US
1488,5,True,2017-01-10,AOYR5V85UYA8O,B009MA34NY,Amazon Customer,Very comfortable., Cool Grey/Rage Green/Hyper Turquoise, 7.5 B(M) US
1489,5,True,2017-01-07,A38Z4KJHHVY0AU,B009MA34NY,Amazon Customer,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.", Black/Red Bronze/White, 7.5 B(M) US
1490,5,True,2017-01-07,A1WK3VVSUB1FY7,B009MA34NY,STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.", Black/Red Bronze/White, 6.5 B(M) US
1491,4,True,2017-01-06,A3KWGJH9EBRLE8,B009MA34NY,Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable., Black/Red Bronze/White, 7 B(M) US
1492,1,True,2017-01-04,A199ICSPL9EXJ5,B009MA34NY,KaDecha Richardson,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!", Black/Wolf Grey/White/Pink, 9.5 B(M) US
